event_id,user_id,device_model,os_type,roaming_status,network_type,event_time,location,event_type,is_fraud
5afb83d1-2973-493c-9c0b-b0cbb26848aa,5508569599129.0,Pixel 6,Android 13,False,WiFi,2023-10-14 18:45:23,"75.5901,100.0937",app_launch,False
bc91eca0-16b4-4adc-8050-4b7d0b44b998,6878273349738.0,iPhone 14,Android 11,False,,2023-06-29 03:10:04,"-38.6683,-116.5362",app_launch,False
737225f2-81ce-46de-9c59-e12ea4c46909,6048760547308.0,Realme GT,Android 12,True,WiFi,2023-05-17 15:47:47,"63.6244,-32.1462",power_on,False
ca306382-e0ab-43a4-bab5-cef1c4c9cd1e,6164703022762.0,OnePlus 10,Android 11,False,3G,2023-06-13 08:45:55,"35.1122,117.0287",power_on,False
a2435121-acab-4e8c-a981-2953067d5af3,3825051710876.0,,,True,5G,2023-09-04 09:49:38,"-18.8799,36.6193",power_on,False
91021bca-02e6-4ae4-a79e-2af74ce52cb1,8155674619882.0,iPhone 14,iOS 16,False,3G,2023-12-20 20:54:36,"-86.1837,-177.2718",power_on,False
21fc1bfc-838e-4d15-a159-763024a64d26,3313612784009.0,Realme GT,iOS 15,True,4G,2023-02-28 08:53:39,"-69.1180,-150.5100",power_on,False
fa82f025-0d91-4aef-af13-d1a1477ca09c,5768434183910.0,Vivo V25,Android 13,True,WiFi,2023-07-09 19:46:00,"-6.9296,136.0091",app_launch,False
d8c8dc54-a130-4878-80f6-52b488bdf547,6890585391876.0,Pixel 6,Android 12,False,5G,2023-03-26 16:27:23,"-37.0174,115.8033",SIM switch,True
4cb48b97-17aa-4d65-b88f-d9379d07499c,5305848270569.0,Oppo F21,Android 13,False,2G,2023-02-01 23:29:05,"28.5591,90.6108",power_on,False
07e12f46-db8d-48a7-9ee0-c4dc810d6c66,2641689574702.0,Samsung Galaxy S22,iOS 15,True,5G,2023-10-19 22:23:08,"-81.2829,-52.1582",power_on,False
8a643982-0069-4317-b9fe-2cc97d6f1e2b,4829881199189.0,Oppo F21,Android 12,True,,2023-01-11 23:16:02,"-62.3088,-138.7465",power_on,False
93d4fd6c-7a0a-428e-b39d-4dd8d3584231,2763071848630.0,Pixel 7,Android 11,True,4G,2023-09-25 02:21:32,"78.0027,76.1429",power_on,False
e464cadc-de5e-4769-a3fc-50c8dfb56a40,9703620054971.0,,Android 11,True,WiFi,2023-09-08 18:12:57,"-48.8111,-69.0462",location_change,False
2ef386bf-d154-4de6-847b-1ac9cbf004e4,4238311963088.0,Oppo F21,Android 12,False,2G,2023-02-20 01:19:36,"69.3258,155.3752",power_on,False
4c7fbcb5-86c1-4348-870a-a14660cce523,5024515157033.0,Pixel 7,Android 12,True,WiFi,2023-07-07 07:31:47,"-47.6803,-127.3149",app_launch,False
,1309792011087.0,iPhone 14,Android 13,True,4G,2023-05-07 17:16:56,"85.5601,99.5877",location_change,False
c40814b7-6ed3-4a05-9d02-ba38ad217562,1270007008709.0,Vivo V25,Android 12,True,3G,2023-02-06 07:51:34,"-7.2068,146.3444",app_launch,False
d44affe9-78a1-44c0-a298-6bba689f3953,2037431748073.0,Realme GT,iOS 16,False,WiFi,2023-08-01 15:12:13,"-28.0268,-129.4376",power_on,False
8997ebbe-f0f2-4d37-b0aa-4723dd17e2d0,6343065780137.0,OnePlus 10,,True,,2023-01-04 19:00:00,"67.4751,23.0334",power_on,False
d61b7462-9d8a-419d-8f6d-d123d2f1d7eb,3017147562835.0,Vivo V25,Android 12,False,5G,2023-02-28 21:00:44,"-34.3221,47.3908",SIM switch,False
aa11416a-3bb2-4187-8a9b-62bed85ab79d,3121403812744.0,Realme GT,iOS 16,True,4G,2023-05-15 10:59:47,"-36.7232,163.6112",location_change,False
bbf63bd7-d284-4edb-a65e-172db96a5275,2237783571747.0,OnePlus 10,Android 11,True,5G,2023-07-07 18:29:38,"-32.7572,-55.8958",,True
1c647381-0f40-409a-9458-2ee58ea505bb,6591023905721.0,Xiaomi Mi 11,Android 11,True,2G,2023-02-16 19:46:06,"55.5572,146.3746",power_on,False
4650ec37-894b-4640-85ea-435b5a357313,8273805131408.0,Vivo V25,Android 12,True,3G,2023-06-24 01:29:33,"-51.1513,-88.1415",SIM switch,False
7f2cff7f-bb7e-4047-9525-c9bd1fb166ab,2609884254649.0,Samsung Galaxy S22,Android 11,True,5G,2023-07-01 08:26:10,"48.7773,-130.2647",app_launch,False
31d701f7-6cc0-4d8f-a959-a6b59c7d40b3,1183271706881.0,OnePlus 10,Android 12,True,WiFi,2023-06-02 02:38:15,"42.3910,-147.3924",location_change,False
4e312d4e-e6d5-4058-9fb1-3ce9704ea181,3624567665062.0,Pixel 7,Android 13,False,,2023-04-04 19:42:36,"36.3949,16.4866",power_on,False
13afe177-0027-419b-bcfc-729e66f0194e,5637539849193.0,iPhone 14,iOS 16,False,WiFi,2023-12-04 08:48:42,"-38.8289,52.1619",app_launch,False
ea4b5263-d5fb-4644-beb4-ec860afaa02f,2308397792405.0,,Android 13,False,2G,2023-09-17 23:01:36,"-48.4594,156.2435",app_launch,False
555d5f52-05a3-4421-aeb5-58300759a73d,2230883406742.0,Vivo V25,Android 12,True,5G,2023-10-20 00:05:10,"-79.4297,68.8057",app_launch,False
2402dca2-eb0b-40a2-8a6d-a8b8ba129ec1,7606507320594.0,Xiaomi Mi 11,Android 11,True,3G,2023-06-28 16:25:14,"-78.3470,174.9382",app_launch,False
fd0a92b9-884e-4540-8329-6c1c3292fd6e,8570316186535.0,Oppo F21,iOS 16,False,4G,2023-04-07 22:39:28,"49.0883,169.0534",location_change,False
94581190-6767-4760-a5f9-ed6110a5fec0,8243492491776.0,iPhone 13,Android 13,False,3G,2023-12-26 09:46:41,"53.2437,128.4216",SIM switch,False
dcc54cb2-a254-480b-906c-0492eae1e6d0,9096100462931.0,OnePlus 10,Android 12,False,WiFi,2023-12-23 08:11:47,"-28.9391,159.1747",location_change,False
e84ba98b-dc8b-45d6-9fc1-addfebd5734d,9889607137082.0,Xiaomi Mi 11,iOS 15,False,4G,2023-03-10 15:24:14,"-89.4289,51.3564",SIM switch,True
6e2a3e6e-37fa-4774-96d7-790f1f89337e,9775959225061.0,OnePlus 10,Android 12,False,3G,2023-01-06 20:49:32,"86.6136,140.5700",SIM switch,False
b769f50d-71a7-4ad7-8d2d-4b3eeb364c96,2431557891146.0,Pixel 7,iOS 16,False,WiFi,2023-05-21 08:15:03,"-8.1683,21.7106",SIM switch,False
,9632264916861.0,OnePlus 10,iOS 16,True,3G,2023-08-06 14:13:32,"49.7556,-179.7048",location_change,False
a9de262c-47c9-4c81-b54b-08824ad9f99d,6573127115660.0,Samsung Galaxy S22,Android 11,False,3G,2023-10-22 16:28:37,"74.0324,27.5744",location_change,False
bd706a0f-9fe2-46a6-84a2-2176f86626f0,3557450958923.0,Pixel 6,iOS 16,False,2G,2023-08-23 20:50:57,"19.7654,69.3831",app_launch,False
c437fdf3-36ba-4c73-a1f4-7ae2a5cc01cb,1543977271782.0,Realme GT,iOS 15,False,3G,2023-09-08 20:14:04,"-26.8024,18.8616",SIM switch,False
ee63e14e-478a-427d-b96e-a9b739852111,3520916944661.0,iPhone 14,Android 13,False,2G,2023-07-14 06:27:53,"57.8309,120.5323",location_change,False
5726a898-136f-4bd6-90ff-0349bc13b11a,6202137365684.0,,Android 11,True,5G,2023-10-27 10:06:32,"-25.0698,120.0214",location_change,False
d3e77573-6e06-4031-8551-c6b61ecccbd6,6963967331335.0,Realme GT,iOS 15,False,,2023-08-08 13:11:15,"21.3142,-65.0459",power_on,False
9c308979-c491-481e-b0fc-2aae7734db97,5589506760937.0,Realme GT,Android 13,True,WiFi,2023-03-15 12:51:16,"-75.0646,-54.3019",power_on,False
244047a2-7084-4e2b-ae8b-fcd259b8f710,8522771191311.0,Samsung Galaxy S22,iOS 15,False,5G,2023-06-28 16:53:28,"4.2533,159.6065",location_change,False
,3441263900936.0,iPhone 13,,True,5G,2023-07-12 16:27:06,"-73.7865,-69.1231",power_on,False
2a4d99cc-d684-4f13-a5b8-f87012794b47,3622334220662.0,,iOS 16,True,5G,2023-05-14 21:10:45,"67.6264,48.1157",location_change,False
a0f84db9-0a98-465b-9d42-ce2cea182285,5720472485675.0,Vivo V25,Android 13,True,4G,2023-08-24 19:06:19,"-89.6636,-57.4552",location_change,False
2be0cc05-c09c-4223-bfbf-66123ff82522,3215934555221.0,Xiaomi Mi 11,Android 13,False,5G,2023-04-19 21:57:36,"-31.5356,84.2671",SIM switch,False
33de1178-9973-420b-bff9-40adc6541411,7161228481431.0,Oppo F21,iOS 16,False,4G,2023-05-02 01:27:29,"43.6138,111.1171",location_change,False
20c2893d-afb9-4b39-8ee0-b7fa594de6df,6578961900625.0,Realme GT,Android 12,False,5G,2023-10-20 19:06:08,,app_launch,False
43e05166-079f-40a9-a3e9-d0bd35273ee5,5724278211301.0,Realme GT,iOS 16,True,4G,2023-09-03 08:41:40,"-71.5434,112.0842",power_on,False
0ffb5b38-a071-4831-bdcd-32ee4a7e6d77,7445927932898.0,iPhone 14,Android 13,False,WiFi,2023-10-22 11:06:17,"71.5942,100.1893",app_launch,False
a9fdf8e4-f4bc-4b5a-b63c-a310a345d60a,5187225390513.0,Xiaomi Mi 11,iOS 15,False,3G,2023-01-22 01:26:45,"76.2146,11.7173",power_on,False
5cbd90b2-129f-4d60-9a08-6dfe5fcd5fec,4343520094794.0,iPhone 14,iOS 15,False,5G,2023-11-02 22:20:15,"-17.1636,-110.9117",app_launch,False
0c3c748b-05f8-4e34-8df3-ca63bdbd3d2b,4280703435497.0,OnePlus 10,iOS 16,True,5G,2023-06-21 20:15:07,"9.4820,-24.4253",SIM switch,False
b32e63be-0545-474f-9cc7-3bc5a4fc9e64,1207586010055.0,iPhone 14,Android 13,True,2G,2023-12-17 11:38:48,"-71.1038,-146.1070",app_launch,False
456979ca-7b44-40e6-9355-6a73dcfe67ea,2148250416160.0,Vivo V25,Android 11,False,4G,2023-09-06 23:23:40,"-16.3438,-41.4374",location_change,False
b9c89fa7-1793-4240-a6e1-5d0cfeb5d17c,3644976880449.0,iPhone 14,,True,3G,2023-06-26 10:21:34,"-68.1263,78.9028",SIM switch,False
fe696e7b-c10d-4ef8-afc8-4b57890b4f3a,9749126821730.0,Vivo V25,Android 13,False,5G,2023-09-21 12:30:37,"-74.5589,124.4886",,False
0c914f5f-bb32-4daa-b595-2be32448b653,4770092509180.0,Oppo F21,Android 13,True,4G,2023-02-09 18:19:29,"-88.8789,28.7260",SIM switch,False
ec887124-d1b9-405e-8dbd-6d967e1158ef,4683342286738.0,iPhone 13,Android 12,True,4G,2023-09-08 18:24:06,,app_launch,False
33cc7994-b24a-44b6-a2eb-96dcc7297cf1,3198538963379.0,iPhone 14,iOS 15,True,5G,2023-11-09 00:22:47,"55.7550,61.1361",SIM switch,False
840b8a11-7ac0-4f51-9c93-a34f59643f80,7090147687472.0,iPhone 13,Android 12,False,2G,2023-08-22 12:32:38,"-0.9037,-152.4764",SIM switch,False
9aa8fe46-e100-4d09-9778-e45b4bafab97,7964098398398.0,iPhone 13,Android 12,False,5G,2023-10-04 03:55:26,"-75.3808,29.8570",power_on,False
cfa4c79f-edf1-46a2-8b6b-f1889d1585ff,2743566058968.0,Oppo F21,Android 12,False,2G,2023-06-26 21:40:41,"-20.8824,163.5076",power_on,False
10a9f1d9-3fad-4701-a253-2882562be30c,3483225713222.0,Pixel 7,Android 12,True,4G,2023-08-01 17:00:36,"28.5898,11.3165",app_launch,False
360b5fd0-cca0-4a42-b493-a0f9d8476c6b,9322330351626.0,iPhone 13,iOS 15,False,2G,2023-02-17 19:03:57,"-6.7440,-143.9526",power_on,True
cbf1c682-e7dd-40dd-b1db-1ad34ec7df5f,3425146126810.0,Realme GT,iOS 16,False,4G,2023-12-20 02:28:51,"89.2751,22.4643",location_change,False
303ebc36-ec32-4488-b2d1-7dbab1c064f8,8975924207495.0,Xiaomi Mi 11,Android 12,False,WiFi,2023-09-30 02:00:36,"18.1305,-168.4847",,False
3481d231-3761-4661-9f40-c6a9cfee2f2b,8001934148268.0,Pixel 7,Android 13,False,WiFi,2023-04-13 08:23:56,"45.5672,-170.7490",location_change,False
f164754c-8539-4393-84fc-40e248071c5d,8253509332959.0,Pixel 7,Android 12,True,4G,2023-10-10 20:21:40,"17.5079,-88.1453",location_change,False
,4124455406496.0,Vivo V25,Android 11,False,2G,2023-07-03 17:14:33,"64.6768,-60.0367",power_on,False
d7854586-3084-483b-b6d8-a06bc4eadf29,8408568350609.0,iPhone 13,iOS 16,False,5G,2023-05-19 09:31:30,"11.2829,-167.4484",location_change,False
e6b40531-d22e-4a40-ab99-57e34e07a443,4553425623358.0,Pixel 6,Android 11,False,WiFi,2023-12-16 05:23:25,"12.4864,-93.1846",SIM switch,False
a972b58f-38a7-48a7-9d4b-d660e64aef66,2320817161301.0,OnePlus 10,iOS 15,False,4G,2023-11-29 11:31:39,"-75.8394,-66.0986",app_launch,False
8fc1bb1b-3403-4cce-9017-6518eb4876e6,3103339054376.0,Vivo V25,Android 13,False,,2023-12-14 06:54:37,"39.9088,-84.3835",location_change,False
4ec1dff0-585d-4ce0-bc72-ad7413883c6f,8036616611612.0,Vivo V25,Android 11,False,2G,2023-08-20 18:39:54,"62.9943,-159.8381",app_launch,False
c97bc8e0-6992-4495-a4fc-e34b62bd79a2,3860500073704.0,iPhone 13,Android 11,True,4G,2023-01-22 23:12:52,"16.0109,-117.5219",,False
478dc750-7209-4b6a-b52e-465c0503eae4,2547518252990.0,Oppo F21,Android 11,True,4G,2023-02-18 22:47:50,"55.9127,-23.4978",app_launch,True
,8781062281594.0,Oppo F21,Android 11,False,2G,2023-02-24 08:13:08,,app_launch,False
bb8cc1da-1754-4255-b46c-b889a838e8c4,1528135982830.0,Realme GT,iOS 16,True,5G,2023-12-19 19:43:39,"25.6638,-9.2497",power_on,False
2c2afc1b-efe7-455b-9276-ec9e08fec206,4701760093736.0,iPhone 14,Android 13,True,,2023-12-02 07:47:24,"-8.9056,99.8893",SIM switch,False
ff356d12-0aad-4394-9a82-7e09bbfc31b6,4488761318839.0,Xiaomi Mi 11,iOS 15,False,5G,2023-10-27 18:48:34,"-25.8026,135.8370",location_change,False
96802617-431e-4aa5-9676-e0fc82a016db,7128946596397.0,OnePlus 10,iOS 16,False,WiFi,2023-08-18 16:07:06,"-7.0601,127.1747",,False
1fd2b4a7-f6c3-4647-964e-81df0d6f4f6e,6741356472638.0,Realme GT,iOS 16,False,3G,2023-11-21 03:26:43,"6.1997,-79.3506",app_launch,False
4e3ff34d-4710-4614-b36a-7455e8adb0f9,5550869069362.0,Oppo F21,iOS 16,False,WiFi,2023-08-25 18:03:24,"16.6799,110.8122",SIM switch,False
7c5253f0-0e8b-4fd3-9c87-0e60532d9e8b,3948765479137.0,OnePlus 10,iOS 16,False,5G,2023-04-11 10:13:57,"42.2865,80.0806",power_on,False
,8046332875916.0,Xiaomi Mi 11,iOS 15,True,5G,2023-03-24 13:28:19,,app_launch,False
8e60c8e3-1639-4499-9d12-2e3a9008681f,3716182578758.0,Pixel 7,Android 13,False,4G,2023-07-18 11:00:43,"-52.5250,-84.0855",power_on,True
d0ad5f45-574b-405b-a16a-7e2bfa8ac61b,4147584361273.0,OnePlus 10,iOS 15,True,WiFi,2023-08-24 04:15:41,"-1.7759,78.8079",app_launch,False
da481fe8-a988-4ae8-b6fc-27c26205f783,2791407962769.0,Pixel 6,Android 13,True,WiFi,2023-02-10 13:41:40,"-1.2661,-14.9032",,False
4f3b7dad-09ea-407c-9c4d-c135fdd26385,2613651392723.0,OnePlus 10,Android 13,False,5G,2023-07-30 13:21:27,"-89.5069,-42.1089",power_on,False
085f255b-6f33-43b1-bdc4-cd532ca2d270,6274964987877.0,Pixel 6,Android 11,True,,2023-10-11 02:44:33,"-17.3876,-19.5291",app_launch,False
f6796a3d-cfe7-4d8c-871f-0692e43591f0,6872924468050.0,Pixel 6,iOS 15,True,3G,2023-05-18 09:25:27,"-34.1331,-28.4146",app_launch,False
f46768ae-13aa-429c-a9da-97455f84297d,3979455519983.0,iPhone 13,iOS 15,True,3G,2023-04-27 01:25:13,"-7.9114,23.1335",,False
71dea5a9-87ab-41b5-b6e0-26c898508341,2044345006472.0,Pixel 6,Android 11,True,3G,2023-09-14 06:06:12,"-0.0710,87.5910",power_on,False
ec245932-8184-4d8b-b93d-ff2621b16e25,4846365677362.0,Realme GT,,True,3G,2023-01-06 22:42:24,"-3.1655,-100.7911",location_change,False
d52e0eb6-bb30-401e-8cda-85aca0222711,9980876514588.0,,Android 11,True,4G,2023-11-11 01:35:39,"-6.5836,99.2035",power_on,False
7d3d7f8e-92ad-4f94-b9ee-ce3270292d6e,3610882192194.0,,Android 11,True,4G,2023-03-10 10:08:53,"-25.5486,-127.9413",,False
,3751545360931.0,Vivo V25,Android 12,False,3G,2023-12-04 22:59:16,"71.5976,-103.3044",location_change,False
48121a92-a848-4754-b4de-2fe65ec2b9a1,4503774244724.0,Realme GT,Android 12,False,WiFi,2023-10-08 00:34:41,"-4.1890,57.4731",app_launch,False
452413cd-31d8-4d9d-a217-72941897ebdf,4422755091228.0,Samsung Galaxy S22,iOS 15,False,3G,2023-11-05 14:13:50,"-44.7557,1.6906",location_change,False
56bac9a2-a76c-49e5-9205-a541b11d7afd,2607049736235.0,iPhone 14,Android 11,True,3G,2023-09-13 04:47:32,"-53.0594,18.6572",,False
badba11d-077a-4bc7-8308-d6f895cb5fd9,3825329644089.0,iPhone 13,Android 12,False,4G,2023-01-20 08:54:20,"-68.7685,-64.3994",power_on,False
84f6f1a6-c97a-4758-b5c1-8e72773a158f,3728455270042.0,Vivo V25,iOS 15,False,5G,2023-12-18 20:38:53,"-84.0317,-107.0199",power_on,False
2ca1c493-3ea5-4ad9-bcde-f5323f0ffcfc,7700190705230.0,Oppo F21,iOS 15,True,5G,2023-05-17 23:27:06,"-67.4792,-6.8927",app_launch,False
fe677dc4-b070-4cb1-b366-ad862036b2b3,9202961531034.0,Oppo F21,Android 13,True,3G,2023-11-23 15:33:46,"-38.0537,-21.3051",SIM switch,False
424679cf-08d5-41dd-9acf-bf1142c4b74a,5749040405291.0,Xiaomi Mi 11,iOS 15,True,2G,2023-09-21 02:50:53,"1.7573,107.5370",power_on,False
3488951a-1956-4ccd-96d1-46f1e8656204,8993718214992.0,Vivo V25,iOS 15,False,4G,2023-10-27 14:10:36,"-81.9208,21.6593",app_launch,False
967e3bd8-e17f-44e7-8a0a-9946113f54e5,9148746083868.0,,iOS 15,False,3G,2023-05-12 00:36:24,"-58.5878,-35.0020",SIM switch,False
6d1e98d7-c476-455f-830d-732c55d825c2,4658428597742.0,OnePlus 10,iOS 16,False,3G,2023-01-04 04:04:02,"-47.5527,-156.7768",location_change,False
1352dd96-6e99-4f27-8b0b-4e64a7865fdc,8347501798695.0,iPhone 14,iOS 15,True,2G,2023-08-25 19:25:28,,location_change,False
4875af7a-6fa2-4a3c-a780-80b93a0d63e3,5240500133683.0,iPhone 14,Android 11,True,WiFi,2023-05-19 21:23:26,"-31.9605,84.0522",power_on,False
7b2fd308-d7c0-44f9-99a4-16f64ad52d21,1534429459704.0,Pixel 7,Android 12,False,2G,2023-01-11 03:54:23,"-86.5355,150.0173",app_launch,False
615725fc-253f-4d89-bf7e-b186898b36ce,9408926675332.0,Oppo F21,Android 12,False,3G,2023-07-18 21:58:12,"-36.5179,-134.3736",SIM switch,False
020b9d95-22ac-4582-9b93-0adb48de8793,9636607175193.0,OnePlus 10,iOS 16,True,2G,2023-09-22 11:32:42,"-56.2614,-129.4840",SIM switch,True
8dc121e3-9ffd-4717-b21e-4b0e6360b043,8659214964819.0,iPhone 14,Android 13,False,WiFi,2023-02-11 17:02:10,"-53.1358,-63.8420",location_change,False
6f476655-012c-4c59-afd8-92f92a715a52,3882290104289.0,Samsung Galaxy S22,Android 13,True,5G,2023-05-17 00:35:30,"-63.3082,111.7191",SIM switch,False
b05dd9ed-3221-4308-b7e8-127dff2c5beb,9157592284292.0,Samsung Galaxy S22,Android 12,False,,2023-04-20 23:37:03,"32.3964,162.9362",app_launch,False
bd8fea89-4cdf-4114-ad35-b5e5969087ee,5480616388437.0,Samsung Galaxy S22,Android 11,False,3G,2023-08-19 08:14:08,"-47.7644,109.8901",SIM switch,False
17d41186-c1cf-49d7-9d19-872c0bc7a4b6,6350200178229.0,OnePlus 10,iOS 15,False,4G,2023-07-27 08:10:19,"-54.3570,-27.6959",SIM switch,True
95405313-6144-48b2-8933-e86f3bb6334b,7553366367802.0,Pixel 6,iOS 15,True,5G,2023-02-11 15:34:04,"43.4222,4.9127",app_launch,False
5f5502ab-1861-46d6-8da8-ec62897f9963,7685022331883.0,Pixel 6,iOS 15,False,WiFi,2023-10-30 07:01:18,"-71.7943,164.3464",power_on,False
59747cba-bd3e-4040-a727-8f944a0613c6,4713957315538.0,Vivo V25,Android 12,False,3G,2023-08-24 09:52:37,"43.0076,69.6817",location_change,False
8c5a4fb7-94ae-4359-bbac-f5f1f4dcb774,1462931739275.0,Xiaomi Mi 11,Android 13,False,WiFi,2023-02-04 01:03:23,"-35.8408,-139.8304",app_launch,False
a1f978bf-cf7c-4e78-86fe-e98375ff754a,4862946408984.0,Samsung Galaxy S22,Android 12,False,5G,2023-01-03 07:05:58,"65.7642,-97.3790",app_launch,False
9b24ed52-1bec-4400-807f-7de3328fbab3,3609391987573.0,Samsung Galaxy S22,iOS 16,True,2G,2023-03-12 12:41:58,"20.3766,7.2052",power_on,False
2f38ca90-84c8-4d56-8c90-30ad884b1c0f,2986204203637.0,iPhone 13,Android 12,True,5G,2023-04-22 16:56:04,"-12.2276,-88.7438",location_change,False
4d4f321c-8344-4970-8e5f-d462d408ffce,2329017978631.0,iPhone 13,Android 13,True,4G,2023-04-26 16:25:06,"19.5273,-24.3905",location_change,False
511573cd-8b5a-47b0-90dd-3f0ff504566e,3283192217194.0,OnePlus 10,iOS 15,True,WiFi,2023-07-23 00:03:36,"-89.5105,-88.3293",power_on,False
e8c1f9db-3e8b-417b-9d0f-3948061a55f4,5984793721335.0,iPhone 13,iOS 16,False,WiFi,2023-07-30 03:43:47,"-56.7257,-66.1942",location_change,False
4414ddc9-699e-4133-9bde-9d407886f631,4550869145638.0,iPhone 13,iOS 16,True,2G,2023-01-22 08:21:54,"13.0148,-100.7453",app_launch,False
d456d776-feb0-4291-992e-cc59281ad191,5640716083050.0,Pixel 7,iOS 15,False,WiFi,2023-04-22 20:26:25,"38.4982,-17.0260",power_on,False
2bdde03d-f0f9-445b-b06d-8bc563a99161,9213096002965.0,Xiaomi Mi 11,iOS 15,True,3G,2023-02-11 20:09:53,,power_on,False
097acd61-815c-4af5-b1e1-dfb758a4403f,9119560454477.0,OnePlus 10,iOS 16,False,WiFi,2023-10-17 19:11:36,"-69.5935,-14.0602",app_launch,False
c8f43273-225b-46e4-8b85-1f8a5c243b6a,7987790511858.0,,iOS 16,True,5G,2023-04-07 18:45:56,"-32.6268,179.7843",power_on,False
fa9fa275-4653-40ae-a243-2866b6475674,8209301919947.0,Realme GT,iOS 16,False,5G,2023-04-27 02:14:13,,location_change,False
9828757e-f222-459e-a389-6471d617b0ee,1330182380216.0,Oppo F21,iOS 15,False,5G,2023-05-16 03:21:40,"58.7429,-136.7356",app_launch,False
df6560b2-8ec1-4ef5-82ee-0047a748cd15,6624312597481.0,iPhone 13,Android 11,True,4G,2023-07-06 03:47:33,"-8.2787,-58.8763",power_on,False
,2863519172904.0,Pixel 7,,False,4G,2023-03-28 07:44:56,"-51.9017,-0.8820",app_launch,False
b34b9544-d34a-4b1a-97d1-5ab3526353f8,2206886310728.0,Pixel 6,iOS 16,True,3G,2023-10-27 11:35:39,"-56.1603,-80.5239",power_on,False
283a87dc-ba65-4bf6-9480-64284e9aef66,4717501016419.0,Pixel 6,Android 12,True,2G,2023-06-14 04:51:37,"77.3941,19.3277",app_launch,False
9dafde56-fb3d-47d9-8a8c-174d1217edc9,1052325626831.0,Oppo F21,iOS 15,True,WiFi,2023-01-16 22:28:15,"8.4773,65.5462",SIM switch,False
e3df7cf4-6c87-4b19-8191-9c26f32a4da0,2617752059958.0,Oppo F21,iOS 16,True,3G,2023-10-23 21:47:22,"-40.4980,138.8414",SIM switch,False
6d43789c-6418-4ac9-92d2-78f485e66f3e,1869556910054.0,Samsung Galaxy S22,Android 13,False,WiFi,2023-05-19 05:32:04,"-73.0309,177.5659",app_launch,False
6a9286ee-bc58-4e03-8154-5d31c0531fca,4072650109735.0,Pixel 7,Android 12,True,WiFi,2023-03-12 08:10:30,"10.5241,-159.3406",SIM switch,False
8ddb66c3-3057-4cac-87c3-90a6b77cc753,6200520207497.0,iPhone 13,Android 11,False,WiFi,2023-12-27 11:21:30,"-72.4338,-91.1952",app_launch,False
604a492c-0ad5-451c-9caf-1cb089837b42,4970145870471.0,iPhone 13,Android 11,True,5G,2023-08-27 07:06:55,"9.9220,-115.8273",power_on,False
