user_id,timestamp,domain,ip_dst,port,protocol,duration,bytes_sent,bytes_received,vpn_usage,is_fraud
,2023-10-26 14:35:34,twitter.com,223.214.18.184,53235,,,5826,,False,False
,,,236.43.59.72,22484,,1427,,,,False
,,amazon.in,,46186,,,9469,,,False
,2023-06-10 04:17:28,,,,,2202,,64188,True,False
,,,,18919,,3165,9016,,,False
3065853317837,2023-05-02 07:38:29,,,,TCP,2181,,92291,False,False
7909211817271,2023-09-08 05:10:34,,97.231.38.47,49140,,,,96049,,False
,,,,,,,,47252,,False
,,youtube.com,,,TCP,,,,True,False
,,amazon.in,,,,,,,,False
,2023-10-07 06:17:25,,,,HTTPS,,,52737,,False
8644718065548,,,,,,,,,False,False
,2023-08-07 05:43:38,,,,TCP,1569,2942,4645,False,False
,,,,,,,,,True,False
9656162196737,,,60.211.190.234,,,,,,,False
,,,,,,,,,True,False
,,netflix.com,,,,,,,False,False
,2023-03-18 01:15:41,,,,,,,,,False
,,,26.126.123.136,51855,TCP,,,,,False
,,instagram.com,,,,2403,,,True,False
,,,177.150.65.90,62180,,3158,540,41719,,False
5664383427295,,,,,,,,62857,,False
,,,229.247.15.220,,HTTPS,,,,,False
,2023-02-19 00:56:13,,,,,,6088,,,False
,,amazon.in,,,,3312,,,,False
,2023-10-18 21:24:21,,145.51.146.176,,,,4522,,,False
9649389165293,,,191.226.164.137,,UDP,,,49019,,False
7343314642332,,instagram.com,,32034,UDP,,,,True,False
4047912252530,,facebook.com,,,,,,,,False
,,,,,,,,44989,,False
,,instagram.com,,,TCP,3549,,9344,,False
,2023-11-02 17:45:08,,,50695,,,2130,,,False
3269083158341,,,17.23.152.148,34098,HTTP,,,,,False
,,snapchat.com,,27314,TCP,,,82629,True,False
,,,128.106.246.169,,TCP,2741,,,,False
,,,,,,,,62694,,False
2986371362143,,,,,,2977,,,,False
,,,,,,,,,,False
,,,,,,2503,,,True,False
,,,,60026,,,,,,False
9450615646342,,twitter.com,,,,,,,,False
,,snapchat.com,,35823,,,2916,,,False
,,,,20832,,,,,,False
,,youtube.com,,,TCP,,8429,,,False
,,twitter.com,,,,,106,81058,True,False
,,,37.152.191.5,,,2444,,,,False
5406925766532,,flipkart.com,92.65.120.51,4575,HTTP,,,,False,False
,,twitter.com,,,,,,75887,,False
1186840385746,,,,,,1981,,,,True
,2023-07-12 23:47:58,,,,HTTP,,,874,,False
9428782327995,,,,,UDP,,8474,78568,True,False
,,,,,,,1587,,,False
,2023-05-11 17:22:19,,,,,2139,3375,41415,True,False
,2023-07-06 21:01:53,,219.60.117.228,,,3220,9030,,,False
7763390205003,2023-07-25 22:21:13,,,,,,,,True,False
,,,71.115.99.232,,,,,,False,False
,2023-07-15 23:04:15,,,,,732,,,True,False
,,fileshare.cc,,64514,,,,,True,False
,,,246.175.187.94,,HTTP,,2957,,,False
,,twitter.com,,,TCP,,5913,,,False
8418857591953,,,19.40.82.175,,,,7299,47610,,False
1459792679172,,,,48339,,3435,,,False,False
,,netflix.com,,,,,7062,,True,False
,,amazon.in,,,,,,,,False
,,,,,,,,,,False
,,,,,,1622,,76172,,False
9581885082227,,,,,TCP,,,,False,False
,,,17.198.97.254,,,1320,,,,True
,,,,,,,,28308,,False
9879422075766,,twitter.com,,,HTTPS,,9236,,False,False
,,,,10231,,,,,,False
8329079530169,2023-03-03 08:15:16,,162.195.27.156,,,,,51505,,False
8642902133445,,,,,HTTP,2360,,,,True
2511196115020,,,,,,,,68595,,False
,,,,,,,,,,False
,2023-05-22 02:15:27,,,,,,,75100,,False
3081854144734,,fileshare.cc,,,,770,,,,False
,,,,,,,8037,,,True
,2023-09-22 22:57:40,,,,,,,,True,False
2500502416316,2023-09-26 13:59:03,snapchat.com,,,,,,,False,False
9369428697358,,,,,,3498,,,,False
7669644104447,,youtube.com,,,UDP,,,63404,,False
,,,,,,,,,True,False
,,twitter.com,186.161.9.106,,,612,,,,False
,,,10.103.47.227,,DNS,1394,,42914,,False
2812674367740,,,,,HTTPS,,,,,False
,,,,20477,UDP,,,,True,False
,2023-12-25 12:01:36,,,,,,,14032,,False
,,youtube.com,,,,,,,,False
,,snapchat.com,,,,523,,,,False
,,,,,,,7984,,,False
9764215510786,2023-02-05 18:16:02,,,,,,,,False,False
8405947460045,2023-06-30 10:43:36,,237.155.133.31,,,,457,,,False
,,,,,,,3464,45239,,False
,2023-01-07 10:30:52,,247.21.49.181,,,1094,4193,,,False
,,,,,TCP,,9284,,True,False
,,,126.102.201.91,,,,,,,False
,2023-09-21 17:51:54,amazon.in,,,,,,39702,,False
,2023-11-19 13:04:49,,,47169,UDP,259,,58901,,False
,,zoom.us,,53788,,,,,,False
,,,,,,,,11693,False,False
9794878400107,,instagram.com,143.120.98.60,,,,,,,False
,,twitter.com,,,,,,,,False
,,,,,HTTP,3489,,,,False
5360451177066,,,,2626,,2176,,,,False
9158096421452,,,,,HTTP,1106,,,,False
,,,,,,,,69043,,False
,,,,,UDP,,361,,,False
,,,,,,,,90824,,False
8887161612922,2023-10-04 05:55:11,,7.207.255.74,60806,,,,38749,,False
,,,,,,,,,,False
,2023-01-08 16:06:39,,,,,,,,True,False
9690024142132,2023-10-14 16:52:25,fileshare.cc,,43642,,,476,,,False
,,,,,TCP,,,,,False
,,,213.96.58.213,5007,UDP,,,57935,,False
2966167436312,,,,,,,,,,False
4370328747620,,,26.109.243.187,12133,,,,,,False
,,,,,,2762,,,,False
9782027865461,,,,,,604,,,,False
,,flipkart.com,,,,,,,,False
5631655730110,,,,,,3040,5601,,False,False
6736093822755,,,,,,,,,False,False
6227179344868,,,,52507,,,,39319,,False
9136232606405,,facebook.com,,17494,,,3917,,,False
,,instagram.com,,,,,,76086,,False
,,,,,,,,,,False
6292497217526,,,42.224.162.208,,HTTPS,,5461,,False,False
,,,,,,,4626,,,False
,,youtube.com,,,,,,,,False
5371878685151,2023-07-09 21:13:22,,,46430,DNS,,,,,False
,,,182.221.72.133,,,,,,,False
,2023-04-04 01:18:20,facebook.com,,,,2020,,,,False
7932601162856,,instagram.com,,,,180,,95895,True,True
,,,,,,,,,,False
,2023-11-28 05:38:45,,,,,,,68572,,False
,2023-04-04 14:18:25,,,,,,,,False,False
,2023-03-06 04:55:09,,,9513,,3516,3137,,,False
,2023-02-22 22:57:09,,,,,,,,False,False
,,,176.173.239.67,,,,,21247,,False
7309384828135,,netflix.com,,,DNS,1057,5830,73020,,False
,2023-05-07 05:43:02,,,,UDP,,,,True,False
,,fileshare.cc,,64353,,3110,2483,,,False
,,,190.64.145.109,36162,,656,,,,False
,,,60.179.153.145,,UDP,,1734,76342,False,False
,,,,,,592,,,True,False
7533150956183,,,,,HTTP,,,,,False
,2023-07-18 08:28:36,,,,,508,1405,,,False
,,netflix.com,,,,,1478,,,False
,,,,,,1670,,76840,,False
,2023-01-22 00:02:11,,,31601,,,,,,False
,2023-05-20 08:57:14,,,,,,,92192,,False
,2023-04-09 16:11:11,,195.143.183.98,,,2023,,,True,False
,,snapchat.com,,,,,,47388,,False
,2023-03-26 11:59:12,,,,,,,,,False
,2023-01-29 10:58:34,,,,HTTPS,2456,,,,False
,,netflix.com,,,HTTP,,,,,False
,,,,,,,,,,False
4420685506096,,,,,,,,,,False
,,,,50010,,,,,True,False
9502723175120,,,,29628,,,9371,,,False
,,,,,,933,1178,,,False
5004616792077,,,,,,,7197,,True,False
,,,,,,1850,,13682,True,False
,,netflix.com,,,,,,26968,False,False
6787579484214,2023-10-19 17:52:30,,,,,3373,,,,False
,2023-02-23 18:21:52,,,41869,,,,,,False
,,,,,,729,,,,False
,,,,,UDP,181,,,,False
,,flipkart.com,,,,,,,,False
,,,,,,,9808,,,False
,,,,,,,,,,False
,,flipkart.com,,,,,,,False,False
,,amazon.in,,8158,,,,,,False
,2023-12-15 05:21:55,zoom.us,,,HTTPS,,,,,False
,,,,,,,,,,False
5866733449671,,,,,,,,,,False
,,,103.71.13.62,,,,7795,,False,False
,2023-05-31 22:06:23,netflix.com,,,DNS,,7321,,True,False
,2023-12-07 04:56:33,,,,,,,29311,,False
,,twitter.com,,,UDP,,,,,False
,,,187.200.153.81,,,1427,,,True,False
3550769128884,,,220.52.75.192,,,,7773,,,False
9159483223504,,,,,,,,,True,False
,,,178.92.2.228,,,661,,,,False
,,,37.153.110.68,,,2549,,,,False
,,zoom.us,,,,,,,,False
7853702106696,,,,,,,,,,False
,,,242.47.84.29,,,,6956,,,False
,,twitter.com,,,,,,,,False
,,,,,,,3714,49071,,False
,2023-05-26 01:27:56,,,62895,,2004,,52422,,False
6091598659060,,,,56635,UDP,,1698,,,False
4511635987972,,amazon.in,,,,,,,True,True
6352964981711,,,34.169.184.185,,,,,,,False
4372098361392,2023-03-08 20:02:34,,,,,2064,,,False,False
,2023-03-23 20:49:19,,,,,918,3912,83845,,False
6186651821617,,,,,,,,83149,,False
4193290837979,2023-08-24 06:44:11,zoom.us,,58016,,,,,False,False
,2023-11-18 21:49:55,,,,HTTPS,,,,True,True
,2023-12-17 14:00:29,flipkart.com,,40351,HTTP,,9914,,,False
,,,29.218.142.74,,,,,,,False
7373805145938,2023-10-13 17:15:18,,,54740,HTTPS,,,,,False
,,,,,,,,22761,,False
,,snapchat.com,,26549,,,3200,,,False
,,,242.158.4.182,62832,,,,12773,True,False
,2023-12-15 23:49:09,,129.174.229.67,23614,,2920,,,,False
,,,,,UDP,2330,,,,False
,,,,,DNS,,,,,False
,,,,,,,,,,False
9364369890040,,,,,,,,60127,,False
,,,,,TCP,,,,,False
5984885533202,2023-12-26 22:35:13,,27.45.8.210,49149,,1820,544,55144,,False
,,,,,HTTPS,,,75750,,False
2637257693391,2023-02-17 00:56:00,fileshare.cc,,1658,UDP,2599,,,,False
,,,,,TCP,,,,False,False
4801700378123,,,57.42.64.137,,,,,52431,False,False
,,,,,,1679,8701,,,False
,,,144.33.197.145,34555,,,,84717,False,False
,2023-10-30 13:56:21,,,,,,,,,False
,,,,,,,6053,,True,False
,,,172.62.123.244,,,,,,,False
,,,,,,,6941,,,False
2479832288655,,,,,HTTPS,1731,3113,77873,,False
4982617772862,,amazon.in,,,HTTP,,,,False,False
,,netflix.com,,,,,,,,False
,2023-05-19 18:54:26,,220.112.72.182,,,,6199,,,False
,,,,,,,,,,False
,2023-12-07 20:24:58,,,,,,,12873,,False
,,twitter.com,81.183.239.181,27559,,,,18436,False,False
1962436282352,,,,7959,,,8468,,True,False
,,,,19656,UDP,,,,True,False
7881719503094,,amazon.in,,,,,,,,False
5896864181648,,youtube.com,166.247.192.241,,DNS,,,76126,,True
8391524125510,,,,,,,,,,False
3473085156735,,snapchat.com,,13598,HTTPS,,,,False,False
,,,,35779,TCP,,,,,False
,,,,,,,3224,,,False
8680875238641,2023-01-30 08:40:17,,,,,,,78969,,False
,,,,,,322,,,,False
,,,,,HTTPS,1766,,45597,,False
,,,,,HTTP,159,,,,False
,,,,,,,2868,,,True
,,youtube.com,,,,,,,,False
4783608231339,,,167.40.39.114,65393,DNS,,,79584,,False
8215030635219,,twitter.com,235.185.247.117,27450,,,,,,False
,2023-05-15 20:11:29,,,,,,6601,,,False
,,,2.189.232.194,,,3167,4881,6339,,False
6064275615007,,zoom.us,,,,,,70766,,False
,2023-03-12 10:08:17,instagram.com,,,DNS,,5167,,,False
,,zoom.us,,36552,,,6240,,,False
8379987635613,,,,,,3539,,,,False
,,,,,,82,355,11839,False,False
,,,,18553,,,,,,False
,,,,,,,8746,,,False
,,,,40403,,,975,,,True
,,netflix.com,,,,,,,,False
,,,,30835,,,,43399,,False
,,zoom.us,68.52.64.196,,,,,,,False
9300732291516,,,,,DNS,,,,,False
,2023-07-11 06:31:02,,,,,54,,,,False
,,,,,,3021,,,,False
,,,,45633,,,,,True,False
,2023-04-02 10:09:24,,,,,,,,,False
4836514815382,,,162.95.243.71,,,,,,,False
8025410956184,,,,,,,9471,,,False
9101018459094,,,,,,,,,,False
,,,,,,,2272,5809,,False
,,,89.51.207.6,,,,,,,False
,2023-12-29 21:29:12,,158.232.222.24,,,206,6060,,,False
,,,163.252.220.140,,UDP,,,,,False
,,,112.140.95.141,,,,,86152,False,False
,,instagram.com,,,,,,,,False
,,,,,TCP,,,46150,,False
,,,,,,119,,,,False
4080519402750,2023-08-30 07:16:26,,229.15.105.236,,,,,,,False
,,,,,DNS,458,,,True,False
,,,,57683,,,,,,False
7404910443796,,,44.176.79.160,24772,HTTPS,,,,True,False
8009527676095,,,,,,2666,,,,False
,,,,38626,,,1837,,True,False
,,,,,,,7088,12405,,False
3721600032094,,amazon.in,,,,,3757,,,False
,2023-08-22 09:59:00,,,,,,3532,,,False
,,,,50807,,2416,,,False,False
7371415636743,,,239.11.71.61,,,,,,,False
,,,,,DNS,,,,,False
3686832138011,,,,,,,6961,,,True
,2023-07-14 21:29:20,,,32055,,,3456,,,False
,2023-04-28 03:04:29,,,,,,,,,False
,,,,58250,,,,,,False
,,,,,,,,10782,,False
1604949358089,,zoom.us,4.73.17.121,,,,,28169,,False
,,netflix.com,250.234.56.61,,,1787,,66165,,False
3914910109138,,zoom.us,,,,,,,True,False
3807990832281,,,,18103,,3030,,,,False
,2023-01-21 13:53:24,youtube.com,,,DNS,3544,,,,False
,,,,,TCP,,,,,False
,2023-05-30 15:00:20,,,,,,,,False,False
,,,230.185.81.86,7306,,,,,,False
,,,71.13.253.114,,,3325,,2732,False,False
,,,,,,,9907,45667,,False
,2023-02-02 12:54:13,,,,,,5001,,,False
,,,,,HTTP,1275,,,,False
,2023-06-17 14:00:30,,146.191.35.88,,DNS,,,,,False
9753571650114,2023-04-09 21:58:22,,,,,,,53000,,False
,,,,,,,692,,,False
,,,,,HTTPS,2824,,86464,False,False
,2023-07-29 00:22:20,,,41061,,,3663,15002,,False
,2023-10-12 18:07:49,,10.240.245.55,,,,,,,False
1994903984893,,,,,,,,18800,,False
,,,6.243.197.144,,,,,,,False
,,zoom.us,108.213.235.231,,,,,,,False
,2023-01-27 07:15:37,,41.196.221.92,1563,,,9240,,,False
6510829360077,2023-07-02 07:23:28,,,,HTTP,,,,False,False
,,,,,HTTP,,,,,False
,,,180.156.134.229,,HTTPS,1364,,81821,,False
,2023-05-25 09:42:33,,22.163.58.11,,,,9380,,,False
,,,184.40.198.164,,UDP,,,,True,False
3857131282659,,,,22595,,,,,,False
,,,,,HTTPS,,,,,False
4814720844649,,,,,,,8187,,,False
,,snapchat.com,,,,1940,7334,,,False
,,,21.251.236.136,25532,,,,,,False
,,,,42205,,,,,,False
,,,,,,,,,False,False
,,fileshare.cc,,,,,,,,True
8300143563881,,,54.117.251.3,,,,,,False,False
1508745961923,,,29.21.198.54,57294,,,3521,,,False
6758348421148,,,,,,,,,,False
,,,239.243.89.7,,DNS,,,,,False
,2023-03-09 07:22:48,,,,,,,,,False
,2023-10-07 17:01:14,facebook.com,173.253.208.184,,,,,,,False
,,zoom.us,,,DNS,2143,,,True,False
4684331316937,,,,50861,TCP,,,,,False
,2023-07-16 19:37:30,,,,,,,,,False
,,,145.198.24.129,,,1202,,,,False
,,,,45805,,,,,,False
,2023-02-04 23:53:37,snapchat.com,,,,,,,,False
2248993111023,2023-03-16 04:37:20,netflix.com,,,,3392,,,,False
,2023-08-10 21:50:19,amazon.in,,,,,,61602,,False
,,,,,UDP,,,89922,,False
,,facebook.com,,,,1863,,,,False
,,,,,,,,,False,False
5745827562351,,,,60138,,,,,True,False
,,,,,,,5158,,,False
,,,,,,,,,True,False
,,,224.47.26.90,,,,,,,False
,,netflix.com,,54676,,,,,,False
,2023-09-13 04:35:46,,,,,,272,83693,,False
,2023-04-15 16:52:05,amazon.in,,,,3573,,,,False
,,,,,,,,,,False
,2023-01-23 11:01:43,,,37237,,,623,63273,,False
,,,70.168.153.255,,,,,28708,,False
,2023-06-10 02:04:18,,,,,,,,,False
,,,,,HTTP,,,,,False
5573506213501,2023-03-22 23:25:40,,,,,,,,False,False
,,youtube.com,,8036,,,,,True,False
,,,,,,575,,,,False
,,,,,,,,,,False
1074154181954,,zoom.us,,,,,,96053,,False
6781368190054,,,,,,,,,,False
,,,24.180.90.198,35738,TCP,2541,,,,False
,,,118.198.164.188,,,,6113,,,False
6490024927638,,,,,,,,,,False
3177069136767,,snapchat.com,,,TCP,,,72409,,False
,2023-08-29 13:08:53,,41.126.41.171,,TCP,,,,True,False
,,,,,,,,84003,,True
,,,,24821,,,,,True,False
,,,,,,,,,,False
,2023-02-02 20:38:58,zoom.us,,,,,,,,False
,,zoom.us,,,UDP,3550,7662,,,False
4680327852430,,,,,TCP,2006,,43361,,False
,,,,,,,,,,False
4724413250404,2023-02-07 05:35:50,,,10316,,,,,False,False
,,,138.118.64.123,,,,,,False,False
,2023-08-24 05:59:38,,,,,,,,True,False
,,snapchat.com,74.251.39.77,,,,,61261,,False
,,,13.187.158.87,,,2561,6673,,,False
1089071205966,,,,,TCP,,1083,52449,False,False
,,fileshare.cc,,24489,,,,,,False
,2023-10-12 18:14:23,,71.169.68.238,,,,,,False,False
,2023-11-07 07:13:53,snapchat.com,,,,,1268,,False,False
,2023-10-09 04:39:25,,,,,,,,False,False
,,,,,,,,,,True
,,zoom.us,,,,2806,,,True,False
,,,,,DNS,2166,765,,,False
,,,,,,,,,,False
8172830630506,,flipkart.com,,2001,,,,,,False
,,,69.47.195.193,,,,1619,89882,True,False
,,,219.222.200.199,,,,,43898,True,False
,,,,,HTTP,239,7366,,,False
,,,,,HTTPS,,,21541,True,True
4836223502138,2023-08-18 02:42:23,facebook.com,,56632,,3349,,,True,False
,,netflix.com,,,,,,,,False
,2023-08-21 17:24:54,,128.120.207.75,1014,,,2810,,,False
,,,,,,,,,True,False
,,,103.229.199.244,,,,,,,False
8009389438662,2023-11-26 06:46:50,,,40603,,,2761,,,False
,2023-07-20 08:05:23,,,5218,,,,,,False
,,,,,,,,,,False
8981310453069,,,,,,3272,,,,False
,,,217.178.205.83,61288,,1329,,,False,False
,,,110.170.13.69,,,,,30430,,False
,,,,,,,4805,,,False
,,facebook.com,,27222,,,,,True,False
,2023-03-14 22:31:22,,219.232.195.123,,,,2886,,,False
,,facebook.com,,23835,,3505,,,,False
3051813379373,,,48.89.225.35,21700,DNS,,,92798,,False
5664525461802,,,,47320,,1464,,,,False
1399833835364,2023-03-18 23:24:27,,187.178.12.47,,,,,,,False
,,youtube.com,,,,,,,,False
,,twitter.com,,21407,,,,,,False
,,,,,TCP,,,,False,False
,,youtube.com,,,UDP,70,6654,,,False
,,,,,,412,,,,False
,2023-01-22 14:52:34,,,,HTTP,,,,True,False
,,,,,,263,,,True,False
,,,,,TCP,,9985,,,False
3611767794923,,fileshare.cc,,,UDP,2822,9692,76407,True,False
,,netflix.com,,59110,TCP,,9374,,,False
,,,,,,,,,,False
,2023-10-24 17:22:19,,,5796,,,,,,False
,2023-11-10 15:37:50,facebook.com,,,,,3993,,,False
,2023-08-06 00:48:10,youtube.com,,,,,6684,,,False
,,,,,,,,97989,,False
,2023-04-26 11:53:08,,,,,,9013,66427,,False
,,,,,DNS,,,,,False
,2023-05-31 13:42:07,,,,HTTP,,,47744,,False
,,amazon.in,,,,,,24486,,False
,2023-04-01 10:13:42,,,,,,,,True,False
,,,,45642,,,,,False,False
,,,217.39.57.71,,,,,,,False
2283420614488,,,,,,,,,,False
7074909051713,,,,,DNS,2820,9885,,,False
9466731316567,,youtube.com,,,,1562,,,,False
4732000691149,,fileshare.cc,,,DNS,1778,,,,False
,,,,,,,,88651,,False
8666714523433,,,4.201.189.153,,,7,,52284,False,False
,,,,55306,,,3888,,,False
,,,,,,,,,,False
3323217594311,,,214.23.163.222,,,,,93111,,False
,,,,46995,,,,,,False
,,,,4646,,,,85684,,False
9310575100943,,,,53146,,,,5961,,False
,,,,,,,,,False,False
,,,,,,,,10932,,False
,,,1.42.69.93,,,,,,True,False
,,,13.181.187.14,,,,,,True,False
7320239553809,2023-06-27 08:52:13,,,,DNS,,,,,False
1047332735191,2023-07-21 17:52:07,,,10531,,,,51280,,False
1702533460009,,instagram.com,,,,,,,False,False
,2023-05-04 15:15:29,,,,,2847,,,,False
1076118800884,,,,,,,,,,False
,,,,,,,3756,,,False
1631908147351,,,,,,,,,True,False
,2023-10-27 03:29:36,twitter.com,,,,,679,,,False
9565967813604,,,,,,,,,False,False
,,,,,,,,,,False
,,,,62218,,,8677,3678,,False
,2023-10-16 17:11:30,,,,,,,81055,,False
,,,184.60.136.92,,,,9570,,True,False
9719307519234,,,,36503,,,,,False,False
,,,,224,TCP,192,,,,False
,,,,,,,,49566,,False
5131370035753,,flipkart.com,,55894,,,,66499,,False
,,amazon.in,,,HTTPS,,,,False,False
4140411936135,,amazon.in,,,HTTPS,,,,,False
,,twitter.com,170.204.117.242,,,,,,,False
,,,,,,,,,,False
,2023-09-05 08:25:20,,,,HTTP,2173,,,,False
3191434799387,,,,,,,,166,,False
,2023-07-08 01:13:46,,,,,,3065,,,False
,,,21.160.148.171,,HTTPS,,,38303,False,False
,2023-05-16 00:37:31,twitter.com,,,,2741,,,,True
6047414283399,,instagram.com,,,DNS,1247,,80086,,False
,,,,,,913,,,,False
,,flipkart.com,107.202.14.16,,,,,,,False
,,,,,,,,,,False
2191599906507,,,,,,,,,,False
,2023-08-23 02:28:46,fileshare.cc,,,,,,,,False
,,,,2629,,,8755,33396,,False
,,amazon.in,,56555,HTTP,,,,,False
,2023-03-25 00:46:53,,,44899,,1567,3161,97008,,False
,,,,,HTTPS,,9803,,,False
3356238757413,,,,,,,5184,91908,True,False
,,,,,,2632,,22671,,False
,,,,,,,,,False,False
,,,,16577,,,,,,False
,,,,25955,,,,,,False
,,,,,,2601,,,,False
,,,,,,,,,,False
,,,,,,2851,,,False,False
,,,,,,,,,False,False
,,,149.54.194.149,,,,,,,False
5759593170834,2023-01-10 09:11:57,twitter.com,,,,2535,,,False,False
2792733510142,2023-10-31 21:42:56,,,,UDP,,,74653,,False
,,,,,DNS,,6141,5071,True,False
,,,,19896,,,,,,False
,,zoom.us,,50621,DNS,,,,,False
,,,,,HTTPS,,5852,39012,False,False
,,,,4499,,,,,,False
4192507005387,2023-04-03 16:12:29,,,,,2313,,62710,False,False
,2023-07-12 22:54:18,facebook.com,,,,,,,,False
,,twitter.com,133.56.26.91,,,,1222,39231,,False
,2023-03-23 19:02:40,,47.111.15.107,,,,,64456,,False
,,,,,HTTP,,,,,False
,,netflix.com,183.236.105.205,,DNS,,2301,,False,False
8921173389535,,instagram.com,,,,,707,,,False
,2023-05-12 02:30:03,,,,,,,,,False
,,,,2943,,,,90719,,False
,,,246.61.54.196,,,,8574,,,False
1149110355865,,,90.98.214.11,,,,,,,False
,2023-10-17 07:49:52,facebook.com,,,,,,,,False
,,netflix.com,,,HTTPS,1946,,,,False
,,flipkart.com,,,,,,,,False
,,,,,HTTP,221,2380,,,False
,,,,14723,,,,,,False
,,,,30384,TCP,,,3107,True,False
,,,251.117.142.137,17723,TCP,481,,,True,True
2069455353604,,,,,,,,,,True
,,amazon.in,,,,2803,7129,,,False
,,,106.15.228.164,,,,,,True,False
1589014986450,,youtube.com,,59818,,,,,,False
,,,,,,,,,,False
,,,,,,,,,,False
,,,,,,3506,,,,False
,2023-09-19 11:02:35,,,17818,HTTP,,,,False,False
,,,,43824,HTTP,2774,,65898,True,False
,2023-07-09 11:19:23,,186.95.126.15,,,,,,,False
,,,,,HTTPS,,,,True,False
,,,,,TCP,,6817,3613,,False
4989326691240,,,231.3.93.146,,,,,,,False
,,amazon.in,,,HTTP,3595,1475,96452,,False
,,,,53051,,,,9351,,False
,2023-03-02 10:03:13,amazon.in,,,,,,,False,False
,2023-07-16 00:41:12,,112.189.143.216,,,,3345,,,False
4267509399760,2023-08-15 10:47:43,,,,,,,,False,False
,,,,,,,504,,,False
,,flipkart.com,66.4.160.98,,,,,,,False
2048746241268,,netflix.com,,,,437,,,,False
1242878652750,,,,,,,,,,False
,,,,15838,,2306,6525,,,False
,,facebook.com,,,,3376,,,,False
,2023-01-23 19:51:58,,,,HTTP,976,4589,75038,,False
7583367049308,,fileshare.cc,,47050,,,,,,False
5057219851531,,,,,,549,,,True,False
,,,,,,,,,,False
,2023-03-27 03:51:19,instagram.com,,,,,,,,False
,2023-12-25 19:38:59,snapchat.com,238.3.154.247,,,,,,,False
4021687673199,,,45.9.136.203,,,,,10515,,False
,,,,,,,,,,False
,,,195.43.112.125,,,,,,,False
9336767284744,2023-08-12 04:43:33,,,,,,6983,,,False
,,,119.240.198.185,,,,,,True,False
,,,,,HTTP,,9391,,,False
2109244970354,2023-12-01 00:26:24,snapchat.com,,,,961,,,,False
,,,,,,,1110,38929,,False
,,,,,UDP,,,51961,False,True
,,twitter.com,,13452,,3331,8448,66032,False,False
