event_id,user_id,device_model,os_type,roaming_status,network_type,event_time,location,event_type,is_fraud
,,,Android 13,,,,,app_launch,False
,,Xiaomi Mi 11,,,,,,,False
2c3f74bc-fdd1-464f-99ae-3d9b3af3df9a,4343520094794,,,,,,,app_launch,False
,,,,,,,,,False
c0649072-f31c-438e-8d54-33f1f8eb2f5d,,,,True,2G,,,,False
54eb234f-e7c8-44f2-a501-13d2fe3cbe7c,,Vivo V25,Android 11,,,,,location_change,False
8a88bc73-7f38-4171-ab3b-30df5787f914,,,,,,2023-06-26 10:21:34,,,False
,,,,,5G,,,,False
,,,Android 13,,4G,,,,False
48261d9f-15d8-43bc-97bc-effb8a755c5e,4683342286738,iPhone 13,,,,2023-09-08 18:24:06,,,False
,,,,,,,,,False
,,iPhone 13,Android 12,False,,,,,False
,7964098398398,,,,,,,,False
,,,,,,2023-06-26 21:40:41,"-20.8824,163.5076",,False
1c8a8cfe-55bf-47b7-9e96-2d3b183f5b6d,,,,,,,"28.5898,11.3165",app_launch,False
,9322330351626,,,,,,,,True
e768b190-c963-40d5-aa13-c7b6422bfc55,,,iOS 16,False,,,,,False
,,Xiaomi Mi 11,,,,,,,False
,,,,,,2023-04-13 08:23:56,,location_change,False
ab91f142-83f2-4c06-8628-2bf17475fb4a,8253509332959,,,True,4G,,,,False
,,Vivo V25,Android 11,,,,,,False
,,iPhone 13,iOS 16,,,,"11.2829,-167.4484",,False
6d055562-abbe-4f3f-9b6f-d184962ee683,,,Android 11,,,,"12.4864,-93.1846",SIM switch,False
c4bf47ab-104b-43a2-a2e1-f5312135baa6,2320817161301,OnePlus 10,iOS 15,,4G,,"-75.8394,-66.0986",,False
c34f25b3-c05f-4f44-8d03-5db7de7129d0,,,,,,2023-12-14 06:54:37,"39.9088,-84.3835",,False
,,,,,2G,2023-08-20 18:39:54,"62.9943,-159.8381",,False
,3860500073704,,,True,4G,,,,False
,2547518252990,,,,,,,app_launch,True
,,,Android 11,,,,,,False
,1528135982830,,,,,2023-12-19 19:43:39,,,False
5e818fb9-c44f-46da-a775-de4e171eb233,,iPhone 14,Android 13,True,,2023-12-02 07:47:24,,,False
,,Xiaomi Mi 11,,,,,,,False
,,,,,WiFi,2023-08-18 16:07:06,,,False
,6741356472638,,,,,,"6.1997,-79.3506",,False
905c41c8-a0b2-4f92-8191-af6600279212,,,,,,,,,False
,3948765479137,,iOS 16,,5G,,,power_on,False
,,Xiaomi Mi 11,iOS 15,,5G,,,,False
,,,,,,2023-07-18 11:00:43,,,True
,,,iOS 15,,,,"-1.7759,78.8079",,False
,,,,True,,,,,False
ae941127-5372-412d-a747-f1a6d9a5a981,2613651392723,,Android 13,,,,,power_on,False
,,Pixel 6,Android 11,,,,,,False
,,,,True,,,,app_launch,False
,,iPhone 13,,,,,,,False
4b3766c3-5b67-483f-a62c-3640fa0e9f64,2044345006472,,,,,,"-0.0710,87.5910",,False
,,,,,,2023-01-06 22:42:24,,,False
f9ffc292-fd78-4ee5-9c9e-c098f0d4f2a4,9980876514588,,Android 11,True,4G,2023-11-11 01:35:39,,,False
,,,,,,,,,False
,,,,,,,"71.5976,-103.3044",location_change,False
,4503774244724,Realme GT,,,WiFi,,,,False
,,,,,,,,,False
,,,,,,,"-53.0594,18.6572",,False
,,,Android 12,,,,,,False
d69d2e8c-a2e1-47e5-8d48-09d9d6af79be,,Vivo V25,,,,,,,False
,,,,,,,,,False
e382339e-457d-457c-8874-7688b3b5a185,,,,,,2023-11-23 15:33:46,,,False
da2f3570-678e-4d8f-9f74-0cfe9fae80e8,,,iOS 15,,,,,,False
,,,,,,,,,False
,,,,False,,2023-05-12 00:36:24,"-58.5878,-35.0020",SIM switch,False
,4658428597742,,,,,,"-47.5527,-156.7768",location_change,False
9b19545b-6bcb-4f79-9b97-41b92bdaf779,,,,,2G,,,location_change,False
,,,,,,,,,False
,,,Android 12,False,,,,,False
,,,,False,,,,,False
,,,,,,,,,True
,8659214964819,iPhone 14,,,WiFi,,,,False
,,,,,,2023-05-17 00:35:30,,,False
,9157592284292,,,,,2023-04-20 23:37:03,"32.3964,162.9362",,False
b2c7435c-eaaa-4039-8a02-e70532e0ea95,,Samsung Galaxy S22,,,,,"-47.7644,109.8901",,False
a3931efe-d437-4070-a5af-5880f919f66f,6350200178229,OnePlus 10,,,4G,2023-07-27 08:10:19,"-54.3570,-27.6959",SIM switch,True
,7553366367802,,,,5G,,,,False
90d04987-3458-406c-936c-34a39cd1994e,7685022331883,Pixel 6,iOS 15,,,,,,False
,,,Android 12,,,,,,False
,,,,False,WiFi,,"-35.8408,-139.8304",,False
,4862946408984,,,,,2023-01-03 07:05:58,"65.7642,-97.3790",app_launch,False
0cf484e7-64b0-482e-9601-9d7e5bd32628,,,iOS 16,,2G,,,,False
3aed37a6-e5fb-4e3c-8e12-32f372ced255,,iPhone 13,Android 12,,,,,,False
,2329017978631,iPhone 13,,,,,,,False
,,,,True,,2023-07-23 00:03:36,,,False
,,,,False,WiFi,,,location_change,False
,,,,,,,"13.0148,-100.7453",app_launch,False
,,,,,,,"38.4982,-17.0260",,False
5894fd85-8660-4026-8212-0df649af5503,,,iOS 15,,,,,,False
,9119560454477,,,False,,2023-10-17 19:11:36,,app_launch,False
20edf091-9b5e-4d6f-9eaa-1e7975bf55a8,,,iOS 16,,,,,,False
,,,,False,,,,location_change,False
,1330182380216,,,False,,,,,False
,,,,True,,,,power_on,False
,,,,,,,,,False
cc011bee-0b15-4a1f-b667-64b9ec442f15,,,iOS 16,True,,,"-56.1603,-80.5239",power_on,False
,,,,,,,,app_launch,False
,,,iOS 15,,,,"8.4773,65.5462",,False
,,,,,3G,,,,False
,,,,,,,,,False
dd0b1857-9179-4e4b-abd7-506ea976a1cd,,,,,,2023-03-12 08:10:30,,,False
,6200520207497,,,,,,"-72.4338,-91.1952",,False
,,,,,,,,,False
425de539-5e4f-4b1e-95f6-96bc16cbdb43,1391007981160,Pixel 6,,True,3G,,,,False
018e1d34-1090-4000-ac4a-6e7e1a70b55e,,,,,,,"-22.1678,92.5252",,False
,,,Android 11,,,2023-03-02 01:52:09,,,False
,4907105134905,Pixel 7,,,2G,2023-01-09 02:10:48,"-65.0989,63.4344",location_change,False
,5356634965210,,,,,,"65.1378,121.6068",app_launch,False
,,Realme GT,,True,,,,,False
,,,Android 11,True,,,"-87.0058,-70.2259",,False
,6543579043722,,Android 12,False,,2023-10-21 08:34:30,,,False
,7976628637419,,,,,,,,False
,,,,,,,"70.1067,37.1054",,False
,7144225513998,,,,,2023-07-04 11:58:02,,,False
,,,iOS 15,,WiFi,,,,False
,1205484205401,Samsung Galaxy S22,,False,,,,,False
,,,,,,,,,False
,,,,True,,,,,False
4832352c-747a-43f0-953a-f5595f72fba4,,,,,,,,location_change,False
,,,,,WiFi,,"3.3028,-28.6523",,False
,,,,,,,"4.3700,130.2871",,False
,,,,,,,,,False
af2a9903-c2ff-477d-921f-cd3e07a53e55,,,,,5G,,,power_on,False
,,,,,,,"15.1055,-119.1024",,False
,,,Android 13,,,2023-05-25 20:47:42,"15.6560,67.1472",,False
e89c992a-f6f3-48ea-8249-a99edb2f43c8,,,,False,,,,location_change,False
,,,,False,2G,,,,False
,,,,False,,,,,True
,,,,,5G,2023-11-14 10:15:04,,,False
,,,,,5G,,,,False
,,Oppo F21,,,,,,,False
19b831da-113f-4fa9-a5ed-0587ddb61736,,OnePlus 10,,False,2G,,"11.8335,-89.0801",,False
,,,,,,,,,False
c60cbd24-aa8d-4aea-ac4d-c50c69f39625,9882315332924,Xiaomi Mi 11,,,,2023-09-21 15:08:00,,power_on,False
,,Vivo V25,Android 11,,4G,2023-11-30 23:04:38,,,False
,,,,,,2023-11-23 11:53:51,,power_on,False
,,,,,,,"48.4662,-56.8448",,False
,,,,,,,"-64.4177,1.0157",,False
,,,,,,,,power_on,False
,,,,False,,,,location_change,False
17caa475-8abf-4c32-9371-1cb4fdc9bef0,,OnePlus 10,Android 13,,,,,,False
,,Realme GT,,,3G,,,,False
,,OnePlus 10,,False,,2023-03-27 10:25:01,,,False
,9250527949693,Vivo V25,Android 12,,3G,,,,False
,,,Android 11,,,2023-03-13 15:32:05,"6.7589,57.8195",location_change,False
11872488-3636-47a3-b847-d46f67e5fb8c,,,,,,,"27.5659,159.6128",,False
,,,iOS 15,False,,,,power_on,False
5e75133a-963d-4a0f-968e-ae6ff30c9e59,,iPhone 14,,,,,,,True
,,,,True,,,,,False
,,,Android 11,False,,2023-06-04 15:31:28,,,False
,9153594075370,,iOS 15,True,2G,2023-03-03 05:18:16,,,False
a315e3a4-61cf-4ab6-b3fd-54f39bf5682a,,Xiaomi Mi 11,Android 13,,,,"64.6603,166.9672",,False
,,,,,3G,2023-11-06 00:00:21,,,False
,8022439607820,,Android 12,,,,,,False
,,Pixel 6,,,3G,,"11.5862,-139.6994",,False
,,,,,,,,,False
8b26dc77-7264-4d15-999f-cd5ac34e1861,,,,,2G,,,,False
,,,iOS 15,,,,,,False
,2960618740757,,Android 13,,,,,,False
,,Pixel 7,,,,,,,False
,,,Android 12,,,,"-71.6297,-87.4961",location_change,False
,,,,,,,,app_launch,False
,4672751770052,,,,,,,,False
,,,,,,,,location_change,False
,5517509271741,,,,,,,,False
,,,,,,,,,False
,,,,,,,,SIM switch,False
,,Vivo V25,,True,,,,app_launch,False
,,,,,,,"39.0274,132.8632",,False
,,,,,,,,SIM switch,False
,,Xiaomi Mi 11,,True,,2023-01-30 14:05:26,,,False
4d721a05-89e6-44e6-81a9-285b4ea56bfb,,,,False,4G,,,,False
,,,,,,,,,False
,,,Android 12,False,5G,2023-09-24 21:10:47,,,False
c01acdf7-e5e6-4d48-8c8f-7e57456007c0,,,,False,,2023-09-28 18:14:29,,location_change,False
,,,,,,,,,False
,7909253181422,Oppo F21,,,,,,,False
,,,,,,,,,False
,7876280412905,Pixel 7,Android 11,,,,"33.1683,155.0071",location_change,False
,2814505062856,,,,,2023-07-05 12:10:25,"69.1643,-45.9396",,False
,3655649381580,,,,,,"19.9799,131.7808",,False
dc234dee-5444-4453-9724-833b4d235240,,,iOS 16,,4G,,,,False
,9886606641778,Pixel 7,,,,2023-11-10 20:39:18,,,False
,,,,,,2023-03-24 23:51:50,,,False
,,,,True,,,"-45.7181,171.1408",,False
,,OnePlus 10,,,,2023-10-10 21:05:51,,app_launch,False
,,,Android 11,,,,,,False
,,,,,,,,,False
4faa5294-8961-464c-bbbb-835c23a8bb43,2866806981521,,,True,2G,,,,False
,9705430243203,,Android 13,,WiFi,,,,False
a93669dc-87e2-4a37-9cd7-78139e4d04f5,,,,True,2G,,,location_change,False
,,,iOS 15,True,,,,,False
62f0f4a3-ede2-4f20-be27-e2e36b8506bb,,,,,3G,,,,False
,,,,,,2023-11-05 14:07:59,,,False
,,,iOS 15,,,,,,False
,,,,True,,,"-0.9216,119.1430",,False
,2758841899399,,Android 11,,,,,,False
,,,,False,,,"51.0419,70.2610",,False
,5597589071564,,,,,,"-8.9417,-69.7565",,False
,,,,False,2G,2023-04-13 14:05:51,,,False
,,,,,,,,,False
,,,Android 13,,,,,,False
,,,,,,,,app_launch,False
dd33614f-6df7-453c-b464-8eb3f1b2e4a0,9548256949714,Xiaomi Mi 11,,,,,,,False
,,,,False,,,,,False
,,,,False,,,,,False
,,,,,,,,app_launch,False
05b2542c-002f-4c87-891e-80e0c950320f,,,,,,,"25.7128,-81.8583",,False
,,,,,,,,,False
,6156980236167,,,False,,,"-89.3438,10.2563",,False
,2795009221382,,,True,5G,,,power_on,False
,,,,True,,,,,False
,,,,,,2023-08-18 17:49:25,,location_change,False
,,,,,,,,,False
,,,,False,WiFi,,,,False
5467f239-4ae9-4666-b9ab-609a03ea6907,4009591118491,Pixel 6,,,,,,,False
,,,Android 11,,,2023-07-04 04:33:37,"59.3347,-143.0632",,False
,,,iOS 15,False,,2023-04-14 14:51:25,,,False
,,,iOS 16,,,,,SIM switch,False
,,,,,,2023-03-28 06:06:06,,,False
,,,,,,2023-06-19 09:39:46,,app_launch,False
,,,,,,,,,False
a326e404-c497-4231-b5d3-b884aa3a4c71,,,Android 11,,,,,,False
,3177318029069,,,,,,,,False
,,,,,,,,,False
,,iPhone 13,,,,,,app_launch,False
,,,iOS 15,True,,,,,False
,4839607605517,,,,,2023-06-08 02:09:44,,,False
,5792886764276,,,,,,,SIM switch,False
,,,iOS 15,True,,,"82.8716,-94.7372",,False
,,,,True,4G,2023-10-21 23:39:06,,,False
,,,iOS 15,,,,,,False
d4128fbd-161b-4400-9451-fc5e8b888000,,,,,3G,,,,False
e0e9512e-33db-45b0-96e5-241eb17d4035,,OnePlus 10,iOS 15,,,,"46.6507,33.0642",power_on,False
,,,,,2G,,"74.3937,123.3868",,False
,,,iOS 16,True,WiFi,,,,False
,,,,,,2023-05-20 06:06:07,"34.8496,121.6007",,False
7ae9f1d2-f6b2-409b-ac08-16cd6346e045,,,,False,,,,,False
,,,,False,,,,,False
,,,,,,,"71.8845,-129.0575",app_launch,True
,,,Android 13,,WiFi,,,location_change,False
,,Samsung Galaxy S22,,,,,,,False
,9918501955151,,,,2G,2023-09-10 08:43:44,"33.3711,-22.2332",SIM switch,False
,,,,,,2023-06-06 00:01:15,,,False
,,,,,5G,2023-01-22 18:30:38,,power_on,False
,9002764838816,,,False,,,,,False
,,Realme GT,,,,,,location_change,False
ddf3bbcb-0de7-4dc8-80d8-11ec90bf425d,8689032845597,,Android 11,True,,,,,False
,8841371821877,,iOS 15,False,,,,SIM switch,False
,4625739285828,,,,,,,,False
2f2bc9f6-75e7-4ce9-b022-5ede7c496373,,,,True,,,"17.3264,142.8516",,False
,,,,,2G,2023-10-28 14:13:59,,,False
,,Realme GT,Android 12,,,2023-10-21 05:18:17,,,False
c2e37911-02d6-43f0-99c4-ef6499270d8a,,,,,,,,,False
f5bf4826-2696-4c1e-be6d-08eb051ff444,,,Android 13,True,,,,,False
,,iPhone 13,,True,,2023-05-23 20:32:46,,,False
,3711667175408,,iOS 16,,,,,,False
,,,,,3G,,"-13.9309,34.3769",,False
,,,Android 11,,,,,SIM switch,False
,3051771736262,Samsung Galaxy S22,Android 12,,,,,,False
938c1bf8-1706-40e2-9280-ba63b4c13455,,,,,,2023-04-08 05:54:37,,,False
,7945009432982,,Android 11,,4G,,,,False
,,,Android 11,,,,,,False
,,,,False,,2023-05-15 08:49:46,"63.5819,25.0628",location_change,False
eb768d4c-a74f-4450-8c26-ccf784082d53,,,,False,,,,,False
,5028257837652,,,,,2023-09-29 16:47:07,,SIM switch,False
,,Pixel 6,,,,,,,True
fc0ad299-669d-4d04-a472-818705d453d8,,,,,,,,power_on,False
,,Oppo F21,,,,,"20.9138,34.4899",,False
,,,,,5G,,"11.1660,-55.3440",,False
23ad4c76-3ee5-48d2-9293-3dbbc75b1962,,Oppo F21,,True,3G,,,,False
08cc3eec-280d-48ff-b118-6263c4ff3a3b,,,Android 11,,WiFi,,,,False
,7033528882753,,,,,,,,False
0c4e5161-035e-49e1-9ac4-c773013cab7a,,Oppo F21,,,3G,,,,False
,,,,False,,,,location_change,False
,1805522053199,Pixel 7,,False,2G,,"-17.4977,-28.6247",,False
,,,,,,2023-08-10 17:50:10,,,False
,5567541308116,iPhone 14,,,WiFi,,,app_launch,False
,,Pixel 7,,,,,"18.1035,143.9659",,False
,,Xiaomi Mi 11,,True,2G,,,,False
5a211f2e-6b5c-488b-a0e6-a5ad7bdde3ee,,,,,,,"38.7412,84.5756",,True
,,,,,,2023-06-20 15:00:39,,,False
7ab57933-4db2-40ea-a1c0-908a269656dc,,,,,,2023-07-11 23:32:29,,,False
,,,,,,,,,False
,5664786360376,,,,3G,,,,False
,,,Android 13,,5G,,,location_change,False
,,,,,,,,,False
50ef1989-6856-4b87-ac4e-fea0aceaa300,,,,,,,,,False
8154cdf2-0b9b-4e93-ad53-75e37e6c5c7b,,,,,,2023-11-26 04:36:21,,location_change,False
,,Samsung Galaxy S22,,,,,,,False
,,iPhone 13,iOS 15,,,2023-12-20 14:17:42,,,False
,8893902675244,,,,,,"-67.6640,115.5619",,False
,,,,,4G,,,,False
89dda236-26e1-4bdb-a906-24aec9d1b91e,,Vivo V25,,,,,,,False
082a311d-759e-4292-91cc-946d9492a39b,,,,,,2023-03-16 06:09:16,"82.1240,-141.2572",,True
,,,,,,,"-86.6056,-104.3351",app_launch,False
,2912246595803,Samsung Galaxy S22,,,2G,,,,False
,4186090718082,Pixel 6,,False,,,,,False
,1212081459218,,,,,2023-12-25 01:18:08,,,False
,,,Android 13,,3G,2023-11-11 22:46:15,,,False
,,,Android 12,,3G,2023-06-24 07:10:02,"-72.6454,74.6896",,False
652d901c-1680-4de3-bf53-5109cc151ef2,,Realme GT,Android 12,,,2023-07-11 16:03:40,,,False
,,,,False,,,,,False
96f7097f-865c-4b88-aef0-316b5b4fb848,1043748003793,,,,3G,2023-11-03 10:23:40,,,False
b56bf108-ce02-41ed-97b8-6747980f136b,,Xiaomi Mi 11,,,,,,,False
,4572983508546,,,,,,"2.4930,-144.6880",,False
,,,,,,2023-12-07 08:40:31,,,False
063665d0-affc-43d0-8331-2696bf670d5a,8944617791498,,Android 12,False,,,,,False
,,,,,,,"85.8762,69.1809",,False
,,,,,,2023-10-22 23:32:35,,,False
,,,,False,3G,,,,False
b53cbb12-69db-4a32-bdfd-5251b7e2c487,,,iOS 16,,,,"12.3927,-52.9157",,False
,,OnePlus 10,,,2G,,,,False
,,,,,,,,,False
,,,,,2G,,"-86.6028,-156.6512",,False
,,,iOS 15,,,,,,False
,,iPhone 14,,,,2023-09-18 18:35:45,"33.3279,83.6941",,False
,,iPhone 13,Android 11,,,,,,False
,,,,,WiFi,,,,False
,,,,,4G,2023-05-11 00:15:15,"6.1283,83.0811",location_change,False
,2106464652591,,iOS 15,,,,,,False
,,,,,,,,SIM switch,False
,,,,,,,,,False
,,,,,5G,2023-02-24 05:23:46,,,False
,,,,,,,,,False
,,,,True,,,"-28.7599,-79.4363",SIM switch,False
,,Pixel 7,Android 11,,2G,,,,False
,,,Android 12,,,,"39.6615,25.7671",,False
,,,,,,2023-02-01 05:30:43,,,True
,,,,,,,,location_change,True
,,,,,,,,,False
39305438-4140-48a0-8a63-318341f7fefc,,,,,,,,location_change,False
,,Realme GT,iOS 15,,2G,,,,False
,8276641603723,,,,,2023-11-04 00:20:34,"69.9641,-166.3773",,True
,,,,,,2023-06-25 23:33:59,,,False
,,,,,,,,location_change,False
,,,,,,,,,True
,5645138183668,OnePlus 10,,,,,,,False
,,,,,,,,,False
,,iPhone 14,Android 11,,,,,,False
2a68b9dd-5ac4-4d56-9485-f60a3b38261d,,,,,,2023-10-17 18:15:45,"-74.0874,-96.3508",,False
,4843585819817,OnePlus 10,,True,2G,,,,True
,,,,,,,,,False
d3b6439f-fb8c-4e47-aff6-9c194f625a3e,8934267035203,iPhone 14,,,,2023-10-10 10:35:05,"34.8089,19.6832",app_launch,False
,,,,,WiFi,,,,False
d4b8edc8-d7a5-4835-a3ee-6885b2756aa5,,,,,WiFi,2023-01-03 15:36:06,,,False
,8424098768912,,,,,,"-71.8154,173.3136",,False
,,,Android 11,,3G,,"-50.8577,19.3035",location_change,False
,2995117654661,,Android 13,,,,,,False
c90a2b15-2148-4927-af4b-b10168bd12e8,,,Android 13,,,,,,False
,,,,True,,,"-43.6291,52.0617",,False
,,,,,,,,,False
,2946480395227,iPhone 13,iOS 15,,,,"36.8654,25.2899",app_launch,False
,,iPhone 14,,True,,2023-02-02 16:39:32,,power_on,False
,7199030387016,,,,,2023-12-12 07:57:15,,,False
,,,,,3G,,,,False
6271933d-8d68-4a91-80d4-01ca81338345,4431321071117,Oppo F21,,,,,,,False
,,,iOS 15,True,,,,,False
,,OnePlus 10,,False,5G,,,,False
8e99a92e-fc71-4d14-ae54-ff605614c1db,5495898296991,,,,2G,2023-01-14 21:22:25,,,False
1a8584cb-10a9-4488-b962-8abecc5c8785,6682057230723,,,False,,2023-05-30 19:51:35,"88.1278,115.4168",location_change,False
,,,,,,2023-08-11 02:28:49,,SIM switch,False
,,,iOS 16,False,,,"-83.6391,-171.6184",,False
3092f560-0b3d-4f91-a092-c2fe3267457e,6450220731895,,Android 12,,,,,,False
,,,,,,2023-10-16 18:12:41,,,True
,,,,,,,,SIM switch,True
ab9c4f9d-18f7-4578-8bfb-5e10f3a2a0b9,5623912818414,,,,,2023-10-16 18:23:00,,,False
,,,,True,,,,,False
,9354344239389,,,,5G,2023-03-24 10:38:41,"-40.0660,154.8174",,False
0f100f5a-a56e-43f0-be21-19a238f8264b,,,,,,,,app_launch,False
,5228515262477,,,,,2023-12-01 14:23:22,,,False
0d7f5ce8-f849-467d-86be-78a7780ca560,,,,,,2023-02-07 04:52:59,,,False
,,,,False,,,,,False
,,,,,,,"69.2904,-92.8119",,False
,,,,,3G,,,app_launch,False
,,Pixel 7,,,3G,,,,False
,,,,,2G,2023-05-06 18:14:34,,,False
59a729bc-d3d4-4a40-8912-729c45f059ea,,iPhone 13,iOS 16,True,,2023-01-23 00:11:29,"-30.6830,-71.1821",,False
,4153788018488,,,False,,,,,False
,,,,False,,,,,False
,,,,,5G,,,,False
,4507120409021,Vivo V25,,,,2023-04-04 07:43:24,"42.3080,80.0212",,False
,,iPhone 13,iOS 15,,,2023-04-21 15:15:14,"46.1864,-166.2906",,False
,,Oppo F21,Android 13,,2G,,,power_on,False
,,,,,,,,,False
,,,,False,,,"33.3211,45.5841",location_change,False
078246df-7a45-46e3-90b9-7539406e262d,,,,False,2G,,,,False
,,,,True,,,,,False
,7529152588750,,Android 12,,,,,,False
,5052763767994,,Android 12,,2G,2023-11-19 15:50:33,,,False
,,Xiaomi Mi 11,,,,,,,False
,,,,,,,,,False
,,,Android 13,,,,,SIM switch,False
,,Xiaomi Mi 11,Android 12,,,2023-03-11 10:25:41,"-35.1184,-99.1727",,False
ccd491f0-813a-4067-84f9-eb903c94f94b,,,,,2G,,,,False
5b28ae8a-df5c-4db7-89f7-8b0f620f92dc,,Samsung Galaxy S22,,True,,,,,False
31bcaec7-8baf-40b6-be05-cc68af93e9a5,,,,,,,"41.8838,-47.2481",,False
,9092083664445,Samsung Galaxy S22,iOS 15,,,2023-01-31 21:04:03,,location_change,False
,,,,,,2023-11-23 20:54:23,,,False
,1967890330476,OnePlus 10,,,,,,power_on,False
632db52b-3816-476b-9563-0883ec4a2b3c,1221850188970,,,,,,,,False
c6d7adb2-7bc8-4e9f-ba42-9df652ec1f75,,,Android 13,,,,,,False
,,,,False,,,,,False
,,,,,4G,,,,False
,,,,,5G,,,,False
,9006194762650,,,,3G,,,,True
8ba3043a-f3b2-4c67-9d73-3620b6624bc1,6342953788163,,,,,,,,False
5bf774eb-7292-43d8-9fcf-69c757e30d13,,Vivo V25,,True,,,,,False
,6955212776825,,,,5G,,,,False
,,,,,,,,SIM switch,False
,7666371987100,,,,,,,,False
4f271617-a8d7-4b96-a048-24205f240a1a,,,,True,,,,,False
0f9b376c-2708-4ba6-9581-6f9bb19604b3,9390125351392,,,,,,"59.0442,-82.6827",,False
,,,,,2G,,,,False
,,,iOS 15,,,,,,False
,,,,False,,,,,False
,,,,,,,,,False
,,,iOS 16,,WiFi,,,,False
,9094090327356,,,,,,,location_change,False
,,,,,,,,,False
49f6f2ec-dfa5-4dd0-bbbf-fe2ca6f9912e,,,,,,,,power_on,False
,,,,,,2023-06-18 11:03:25,,SIM switch,False
